Mete_SPI_DPRK,Mete_SPI_ROK,Agri_CSIF_DPRK,Agri_CSIF_ROK
-1.261662558,-0.965977507,-5.280288219,2.802236795
-1.257558703,-0.988022095,-12.37796974,1.977062941
-1.255892066,-1.051844597,-6.573535442,-1.786472917
-1.254961067,-1.08340266,-8.63571167,-5.996413708
-1.252364326,-1.121981268,-7.450714588,-4.573768139
-1.253256649,-1.160777555,-11.97966957,0.233597994
-1.25054618,-1.199062324,-4.539217949,7.579628944
-1.246789886,-1.235626484,-1.802028537,2.447312117
-1.242676446,-1.271508647,-4.972058773,1.248401284
-1.237934625,-1.307284839,-8.393286705,6.723048687
-1.232234955,-1.344263707,-7.928042889,4.76103735
-1.222864289,-1.379886758,-7.691240788,6.282719612
-1.217714859,-1.448711736,-8.0809412,6.431178093
-1.172481167,-1.475762795,0.996863246,5.771838188
-1.335258069,-1.541911006,-3.881980419,6.392980576
-1.302143657,-1.553977721,4.837445736,13.7839222
-1.28921026,-1.593286244,3.704241753,11.78880978
-1.270783902,-1.602034467,-3.625642538,6.6214118
-1.258271308,-1.612938673,-6.363044262,3.628075123
-1.20379402,-1.625369239,-22.79665184,-3.340269804
-1.208332633,-1.639963341,-34.40055847,-5.694869518
-1.21193122,-1.653840164,-24.22588921,0.242762715
-1.217239691,-1.661341637,-24.55480957,1.149284244
-1.221531912,-1.698646098,-18.38658142,-4.881074429
-1.225962061,-1.705115187,-19.78508186,-8.030560493
-1.231856469,-1.70809844,-14.3462019,-6.782196999
-1.238683639,-1.713392353,-17.02084541,-4.356693268
-1.246312202,-1.685153961,-14.7088871,-7.219495296
-1.252427107,-1.651278625,-12.70574474,-8.66258812
-1.25795439,-1.605092406,-7.562105179,5.799090862
-1.263920617,-1.593608277,-10.32239819,4.340553284
-1.268300834,-1.588616582,-12.48105621,0.408411056
-1.267891353,-1.562005043,-5.496887684,0.556640565
-1.264177841,-1.553785678,-3.73139143,1.404014826
-1.2603079,-0.434930658,-4.169470787,0.462367743
-1.259314495,-0.603860974,-3.050742626,9.101864815
-1.257528106,-0.678626418,-7.043087006,3.116557837
-1.25708719,-0.732398862,-0.735901773,5.618266106
-1.257748556,-0.979208004,-8.417330742,0.025727447
-1.256306227,-0.998095945,-10.93098164,0.766206145
-1.255301268,-1.043419361,-6.570992947,1.009908676
-1.254793787,-1.086988276,-2.966377735,-2.608911753
-1.251087732,-1.124607456,-10.07520866,-5.218575478
-1.247008252,-1.164538717,-12.35305691,-6.515459061
-1.243298874,-1.201826155,-7.140001297,-3.158779383
-1.237334281,-1.239298511,-5.203296661,-5.313399792
-1.230784849,-1.275905728,-8.131325722,-4.820569515
-1.220299535,-1.311622745,1.590404987,6.239954472
-1.197021449,-1.34860304,-6.761369228,9.783218384
-0.97423023,-1.384243786,34.20058441,5.236332417
-1.304715812,-1.419409388,0.386227399,7.400958061
-1.292168546,-1.440538365,-0.211885616,10.1287365
-1.261044264,-1.480636501,-12.02034473,2.714488268
-1.19337821,-1.49949649,-11.54761791,6.024104118
-1.196154445,-1.59275884,-20.23539925,7.217167854
-1.203577417,-1.602690965,-23.83455849,3.978180408
-1.207148439,-1.639198077,-19.52889061,-4.888875484
-1.215103227,-1.653090185,-29.07740021,-1.376311541
-1.219397622,-1.685705876,-33.17484665,-7.599790096
-1.226106972,-1.708689392,-31.51345062,-4.92657423
-1.228887659,-1.714665675,-17.42890167,-8.370950699
-1.230540526,-1.715756834,-20.625,-7.699832439
-1.24083395,-1.721447062,-16.3751297,-3.980597258
-1.24540202,-1.597189784,-11.42170906,6.327149391
-1.253267735,-1.563233316,-11.18745041,-4.819434643
-1.259584516,-0.467011111,-11.78899765,0.357157558
-1.265860903,-0.73318969,-8.608914375,9.458599091
-1.26567927,-0.854613304,-1.676717758,7.808828354
-1.265837646,-0.991119939,-15.40296364,-0.721593976
-1.262228936,-1.008204946,-5.949465752,-0.363447368
-1.259498376,-1.04791608,-3.550613165,2.446470261
-1.259063911,-1.088153385,-4.167688847,-1.266648412
-1.257177472,-1.128382927,-9.103563309,-2.093776226
-1.258929276,-1.167113246,-12.89419365,-3.202669144
-1.261493653,-1.204454303,-7.56984663,-4.42756176
-1.260470659,-1.243012127,-9.791874886,-7.46590519
-1.260428816,-1.27938625,-8.800714493,-5.487510681
-1.259443831,-1.315717279,-2.420747995,-4.53643465
-1.256115484,-1.352502309,-6.367062092,1.652263641
-1.256523252,-1.388992012,-3.058503628,5.24431324
-1.255623674,-1.423876612,-7.74407959,3.640639305
-1.252861875,-1.450139616,-6.519472599,13.8249054
-1.242011136,-1.484768902,-3.727751732,13.75399494
-1.221387523,-1.504651113,-3.522447109,11.48574829
-1.216941953,-1.60667944,-3.706017733,3.455286026
-1.191982991,-1.612976872,-20.24038887,-0.079963803
-1.19905102,-1.639507837,-17.48810959,-2.026429653
-1.204113311,-1.652148463,-21.75312996,1.017677307
-1.209263532,-1.664491785,-25.84642792,6.9597826
-1.216182684,-1.686589688,-32.88127136,-5.699762344
-1.222816598,-1.695770149,-30.82196617,-5.899463177
-1.226054549,-1.70227545,-18.52363968,1.593137145
-1.230423818,-1.714610028,-14.12138844,-8.745520592
-1.237828386,-1.716617951,-7.534196377,3.488558292
-1.243737231,-1.72745019,-12.97076225,6.742062569
-1.252997774,-1.563848734,-12.93130398,1.295482278
-1.259705137,-0.411701497,-12.01820755,6.463670731
-1.264071298,-0.513984382,-2.824223518,1.167788744
-1.264783188,-0.556176245,-17.8354187,0.997886181
-1.265003859,-0.632818717,-9.042034149,6.706488132
-1.263096559,-0.75908811,-2.385964394,9.357252121
-1.261517955,-0.770927779,-9.243574142,9.540745735
-1.258293039,-0.824701524,-10.11035061,2.457450628
-1.256908507,-1.008428633,-2.335967779,-1.044061065
-1.261468617,-1.04264575,-3.936598539,4.511045933
-1.263769925,-1.094488094,-3.329951525,-4.332755089
-1.264993684,-1.130939119,-7.778966427,-0.800941169
-1.265332143,-1.171674829,2.423906803,1.851457
-1.267232704,-1.208992815,0.185645312,-2.612626314
-1.265146508,-1.248225915,-0.439560354,-3.992073059
-1.264120338,-1.282602705,-7.416703224,0.178268597
-1.253991103,-1.319651965,-3.093165636,-0.486929953
-1.23396915,-1.356619407,-0.732278824,-0.259918749
-1.225917447,-1.392972982,0.170492277,1.102824211
-1.202798009,-1.429052435,0.479469448,1.691264391
-1.183305473,-1.46178115,-3.417102098,7.355736256
-1.18197185,-1.4877987,-14.64610386,13.99952316
-1.187097633,-1.517769364,-18.1931324,6.85468626
-1.192591431,-1.525864279,-19.9123764,12.49896145
-1.197721946,-1.639454286,-20.26982117,0.898255587
-1.203738128,-1.652618457,-15.8609724,3.013092279
-1.211103985,-1.665466553,-13.55963802,1.327038169
-1.216821271,-1.688185134,-15.32357407,-14.91329384
-1.223834381,-1.6982196,-13.86078262,-10.79445648
-1.227789474,-1.707046717,-7.640957355,-3.835567713
-1.234501352,-1.717032939,-10.36156559,-11.18959713
-1.241129084,-1.723228574,-11.61902046,-2.576634884
-1.255314022,-1.729598072,-12.00413418,-10.93028736
-1.259042281,-1.571808994,-14.60977173,0.989561677
-1.261836367,-0.466016412,-13.9780674,1.382773519
-1.261913886,-0.490991139,-10.13297558,0.211803645
-1.262690437,-0.767992446,-1.383063078,2.722482681
-1.260273907,-1.174119644,-11.04542923,-8.592484474
-1.255880556,-1.21381582,-8.823575974,-3.207638264
-1.26219537,-1.251995398,4.108925343,-6.620011806
-1.263230767,-1.287497306,3.520196438,1.987382531
-1.265923281,-1.32588935,-7.71250248,3.817828417
-1.27665956,-1.361854662,-7.88752079,0.423299521
-1.276265845,-1.39772808,-4.675647736,0.743729353
-1.275325173,-1.433019383,-9.596728325,-4.697407722
-1.265609903,-1.467292188,-11.53926277,0.579335928
-1.250997965,-1.492680768,-3.784541845,7.905150414
-1.283261364,-1.639294604,-6.784813881,-2.334562063
-1.188426576,-1.651510997,-8.600073814,2.711159706
-1.186402059,-1.664155531,-1.81054616,3.024641752
-1.186402059,-1.675884448,-7.776137829,-5.021203995
-1.200858951,-1.697760943,-16.40756989,-8.95513916
-1.202789959,-1.705617309,-17.79487991,-14.6997509
-1.205439533,-1.721476567,-16.86282921,-3.959825039
-1.20983541,-1.724542375,4.635229588,-3.72497654
-1.228559048,-1.731208754,-15.02069473,-6.739518166
-1.231028147,-1.583637503,-7.887890339,1.807541132
-1.240186418,-1.56006521,-9.043459892,1.86658287
-1.248222649,-0.505674231,-9.200431824,2.145862103
-1.257441878,-0.844185685,-9.537595749,5.799824238
-1.261563393,-1.231919515,-10.2799387,1.361574888
-1.265682794,-1.254845974,-7.582377911,-1.731010199
-1.268236065,-1.293036819,-8.770923615,-0.093933299
-1.280596495,-1.373105052,2.348886013,-0.930533886
-1.281042695,-1.402969313,8.519918442,1.98464644
-1.283325851,-1.438960859,-5.868018627,1.064131856
-1.279892826,-1.472506807,-4.833701611,3.165888071
-1.280001581,-1.498973466,-7.403208256,3.922823906
-1.271400943,-1.512638688,-6.030269146,12.28634167
-1.249580708,-1.554840684,-7.341094494,12.56391144
-1.316136352,-1.563728023,-9.532217979,7.126762867
-1.296256895,-1.637798511,-5.352928638,-5.542218208
-1.279752469,-1.652148354,0.702697992,-7.254882336
-1.206933045,-1.662333167,-10.48093987,2.791235924
-1.220189166,-1.671998525,-16.15798378,-4.03804636
-1.222557902,-1.683731347,-15.77070999,-6.099559784
-1.239033604,-1.6937082,-12.50349236,-21.15997505
-1.259963965,-1.719444633,-10.94345093,-3.117814779
-1.270883697,-1.591373874,-16.2787056,-0.631325901
-1.272552249,-1.582860553,-11.98405647,0.09977895
-1.277192643,-0.503169417,-11.08959007,2.178040028
-1.277731515,-0.721465647,-8.672560692,8.563948631
-1.278301333,-0.773746508,-1.127044439,3.088237524
-1.278313124,-0.802667841,12.92689037,5.611999989
-1.280583018,-0.843664613,1.893750787,10.12149334
-1.282159215,-0.958589494,2.795447826,6.148593426
-1.28164138,-1.13949011,-0.997309923,-0.613099396
-1.278830957,-1.235528171,-7.837784767,-0.891117871
-1.269638717,-1.258761388,-4.179065704,5.52857399
-1.345526552,-1.295754665,-3.969862461,0.868837595
-1.328964573,-1.391117692,-7.041169643,11.10620308
-1.308733624,-1.4069556,-2.284780979,1.50987196
-1.294932961,-1.443618751,-0.061910309,0.348161727
-1.218372226,-1.476945359,-14.51995182,-0.141830072
-1.237176418,-1.50438332,-14.55073452,7.788377762
-1.232407928,-1.520144212,-9.693816185,8.452685356
-1.25545187,-1.57962755,-11.00059128,14.37561226
-1.277641177,-1.597202826,-2.232093573,7.9895401
-1.278763741,-1.626049817,-2.892426252,7.817811966
-1.281228584,-1.635782158,-9.253898621,-3.572475195
-1.286845428,-1.6496647,-10.17489338,-10.74548531
-1.28877486,-1.660853416,-6.871752262,-1.452251554
-1.287202817,-1.670543432,-7.826507092,-2.521627188
-1.283140481,-1.681160885,-14.0924387,-1.300454378
-1.284237862,-1.68979789,-6.772830963,-5.865179539
-1.285799789,-1.702563167,-7.327726841,2.441350937
-1.285805118,-1.590641856,-11.27433586,2.535706758
-1.279437065,-0.354592415,-6.834192276,12.54483891
-1.2786412,-0.741676307,-3.677473783,9.576271057
-1.272361994,-0.76090853,-6.79036665,3.838262081
-1.179025292,-0.802334294,-1.661671281,5.999742031
-1.10086289,-1.266734396,-0.795754552,-2.071406603
-1.038051844,-1.420531726,4.246459007,4.468016148
-1.371771818,-1.446357189,-7.961840153,8.553344727
-1.355960956,-1.480826054,-15.91382027,2.904495955
-1.340120151,-1.506997356,-6.76363945,4.560109138
-1.313409499,-1.524552886,-10.15286541,9.425878525
-1.30952816,-1.532222438,2.723630667,10.34289551
-1.257345068,-1.586518393,-22.96588707,10.81394958
-1.273027689,-1.590286832,-16.49992752,6.129408836
-1.289285743,-1.624016547,-4.441174507,2.608799458
-1.289467776,-1.637791858,-5.803068638,4.73788166
-1.297058439,-1.669692409,-8.295577049,13.9737196
-1.297105042,-1.679422551,-12.19084358,4.719711781
-1.296311791,-1.686472223,-10.66160965,-3.313635111
-1.287076471,-1.65393126,-2.77509284,-4.771388531
-1.28711431,-1.542274432,-9.911967278,0.298248231
-1.287448895,-0.76673444,-7.870968342,6.620304585
-1.287688659,-0.802475959,-14.50829315,4.637177467
-1.285715104,-1.441360188,-11.50471497,5.369868755
-1.286492395,-1.471271646,-9.994768143,6.338594913
-1.268125772,-1.512843392,-4.975035191,7.713831902
-1.265184344,-1.526262355,-9.62556839,17.0704155
-1.255781783,-1.623514366,-8.598519325,1.24981761
-1.099102312,-1.667829633,-4.222503185,1.358418584
-1.36786323,-1.676640056,-26.59604454,6.949369431
-1.350765799,-1.683389335,-7.885633469,-0.111682862
-1.333620226,-1.697629762,-3.455500603,4.867150784
-1.276981199,-1.631342292,-21.51051712,1.404421091
-1.304118156,-1.565525906,-9.379617691,2.629051447
-1.304409462,-1.55163232,-12.76347542,0.592651069
-1.304406412,-0.352250466,-5.941464424,4.859976768
-1.301057613,-1.031194067,5.702374458,1.466004014
-1.29569036,-1.619994164,-3.755867004,2.13142395
-1.291025527,-1.629018602,-7.842979908,5.104653358
-1.291069499,-1.635793328,-12.32380581,1.285261154
-1.291697139,-1.680839146,-10.49118996,11.34908485
-1.290094887,-1.689207345,-13.98910236,5.70262146
-1.287536246,-1.6946684,-13.30540466,-9.382416725
-1.276552296,-1.606791377,-9.358750343,4.382965088
-1.267520666,-1.591167403,-12.23211479,-1.491457105
-1.267059294,-1.573007758,-6.852766991,2.282912731
